ts_epoch_ms,open,high,low,close,volume
1762439400000,25674.0,25685.75,25644.75,25651.75,5019
1762439460000,25652.0,25661.0,25635.5,25637.0,3235
1762439520000,25636.75,25668.75,25633.0,25664.75,2738
1762439580000,25664.75,25667.5,25632.5,25632.5,2373
1762439640000,25632.5,25662.75,25630.75,25645.5,2150
1762439700000,25646.75,25646.75,25620.0,25620.75,3509
1762439760000,25620.5,25646.5,25619.0,25633.25,2668
1762439820000,25633.0,25645.5,25630.0,25638.75,2012
1762439880000,25638.25,25667.0,25637.25,25660.25,2277
1762439940000,25660.25,25664.5,25643.75,25644.25,1773
1762440000000,25644.5,25651.75,25622.5,25622.5,3100
1762440060000,25622.75,25622.75,25586.0,25597.75,4147
1762440120000,25597.5,25614.25,25590.75,25602.5,2513
1762440180000,25602.25,25612.0,25594.25,25605.5,1777
1762440240000,25606.0,25615.25,25596.25,25607.25,1756
1762440300000,25607.5,25644.5,25602.75,25642.75,3159
1762440360000,25642.75,25645.0,25626.0,25640.0,1869
1762440420000,25639.0,25660.0,25637.25,25655.0,2076
1762440480000,25655.0,25673.25,25651.0,25668.25,1836
1762440540000,25668.25,25670.0,25628.5,25629.0,2627
1762440600000,25628.5,25652.25,25593.0,25600.25,4159
1762440660000,25600.0,25605.25,25564.75,25569.5,4479
1762440720000,25568.5,25582.0,25554.75,25571.5,3087
1762440780000,25571.5,25586.0,25568.25,25574.75,2067
1762440840000,25575.25,25576.0,25554.0,25554.5,2193
1762440900000,25555.75,25566.0,25546.0,25563.0,2995
1762440960000,25562.5,25564.25,25541.75,25555.5,2184
1762441020000,25555.5,25557.25,25528.25,25530.25,3379
1762441080000,25530.75,25546.25,25526.0,25531.75,1792
1762441140000,25532.0,25532.25,25510.0,25513.0,3043
1762441200000,25513.25,25513.25,25465.5,25486.5,5673
1762441260000,25484.75,25495.0,25464.25,25467.75,3223
1762441320000,25466.25,25471.75,25428.25,25442.25,4641
1762441380000,25443.0,25459.5,25430.5,25449.25,2915
1762441440000,25448.25,25448.25,25413.25,25416.25,3106
1762441500000,25415.25,25463.5,25413.25,25451.75,4472
1762441560000,25451.0,25473.5,25446.75,25472.5,2920
1762441620000,25472.25,25474.0,25439.75,25450.0,2231
1762441680000,25449.5,25455.5,25424.75,25439.0,2215
1762441740000,25438.75,25454.75,25429.25,25441.0,1653
1762441800000,25440.5,25484.25,25439.25,25482.25,3628
1762441860000,25482.0,25490.0,25471.75,25473.5,2102
