ts_epoch_ms,open,high,low,close,volume
1761139800000,25265.5,25271.5,25213.5,25216.5,5120
1761139860000,25216.75,25225.0,25211.75,25223.25,2878
1761139920000,25223.25,25228.75,25209.75,25216.5,2463
1761139980000,25217.5,25225.0,25193.25,25195.75,3113
1761140040000,25196.0,25198.25,25179.25,25184.5,3479
1761140100000,25184.75,25190.0,25172.25,25187.75,2914
1761140160000,25188.25,25202.0,25182.0,25187.25,2437
1761140220000,25187.0,25201.75,25177.5,25191.5,2237
1761140280000,25191.75,25205.0,25190.75,25201.75,1640
1761140340000,25202.0,25226.5,25200.0,25225.25,2667
1761140400000,25225.75,25234.25,25223.0,25224.5,2731
1761140460000,25225.0,25246.75,25224.5,25245.25,2246
1761140520000,25244.75,25246.5,25224.0,25233.75,2136
1761140580000,25232.75,25254.5,25232.25,25251.75,1765
1761140640000,25251.75,25264.5,25247.75,25259.5,1930
1761140700000,25260.0,25261.5,25252.75,25254.25,1327
1761140760000,25254.0,25257.0,25242.0,25252.75,1960
1761140820000,25252.75,25252.75,25241.0,25247.0,1336
1761140880000,25246.75,25247.0,25236.25,25241.5,1392
1761140940000,25241.25,25259.75,25238.0,25256.0,1488
1761141000000,25255.25,25263.0,25248.0,25256.25,1649
1761141060000,25256.25,25274.5,25253.5,25273.25,1947
1761141120000,25273.25,25278.5,25268.75,25271.5,1406
1761141180000,25271.75,25276.0,25267.5,25272.5,931
1761141240000,25272.0,25289.25,25272.0,25280.25,1998
1761141300000,25280.5,25282.5,25263.75,25268.5,1991
1761141360000,25268.75,25272.25,25257.75,25259.25,1324
1761141420000,25259.5,25270.25,25252.5,25268.0,1653
1761141480000,25267.75,25271.75,25254.75,25260.5,1125
1761141540000,25259.75,25260.25,25251.0,25258.0,1118
1761141600000,25258.0,25271.5,25254.75,25269.0,1624
1761141660000,25270.0,25280.75,25266.5,25272.5,1592
1761141720000,25272.25,25277.75,25251.25,25253.5,1764
1761141780000,25253.25,25261.5,25248.25,25260.5,1442
1761141840000,25260.75,25261.25,25249.5,25250.25,759
1761141900000,25250.75,25259.75,25242.5,25255.75,1626
1761141960000,25255.5,25261.25,25247.0,25254.0,1110
1761142020000,25254.25,25263.25,25254.25,25261.25,806
1761142080000,25261.0,25269.25,25256.0,25267.75,1108
1761142140000,25267.25,25269.5,25251.75,25254.0,981
1761142200000,25253.25,25256.75,25240.0,25243.75,2294
1761142260000,25243.75,25246.75,25238.0,25240.5,1124
1761142320000,25240.75,25243.0,25228.75,25241.0,1731
1761142380000,25240.75,25241.75,25217.5,25223.75,2441
1761142440000,25223.75,25226.75,25209.75,25211.25,1939
1761142500000,25211.0,25221.75,25190.0,25215.5,3018
1761142560000,25215.75,25231.0,25213.75,25225.5,2617
1761142620000,25225.0,25236.25,25222.75,25231.0,1532
1761142680000,25230.5,25241.0,25226.75,25231.25,1476
1761142740000,25231.5,25245.0,25231.25,25237.25,1389
1761142800000,25238.0,25240.25,25225.5,25227.0,1393
1761142860000,25227.25,25227.75,25216.25,25222.5,1749
1761142920000,25222.25,25227.75,25212.0,25215.0,1635
1761142980000,25214.5,25216.0,25191.5,25194.25,2367
1761143040000,25194.25,25199.5,25187.5,25194.0,2175
1761143100000,25194.75,25207.25,25191.5,25203.25,1803
1761143160000,25202.0,25203.0,25175.75,25177.5,2483
1761143220000,25177.0,25180.25,25145.25,25151.25,4518
1761143280000,25150.25,25150.75,25136.0,25139.25,2315
1761143340000,25139.25,25139.25,25114.25,25125.25,3432
1761143400000,25125.25,25142.25,25102.25,25111.0,4318
1761143460000,25111.0,25111.75,25093.25,25102.75,3692
1761143520000,25102.0,25109.0,25088.75,25106.0,3078
1761143580000,25106.25,25129.25,25097.0,25113.0,3262
1761143640000,25113.0,25122.25,25109.0,25117.5,1871
1761143700000,25118.5,25119.75,25086.75,25097.25,2285
1761143760000,25097.5,25131.25,25093.25,25129.5,2848
1761143820000,25129.5,25131.25,25110.75,25122.25,2050
1761143880000,25122.5,25124.0,25098.5,25105.5,2003
1761143940000,25105.25,25117.0,25090.5,25093.0,2058
1761144000000,25093.5,25118.75,25085.0,25113.25,2642
1761144060000,25113.5,25115.0,25097.75,25101.25,1313
1761144120000,25101.0,25101.5,25076.5,25083.5,2278
1761144180000,25083.0,25087.75,25071.25,25081.5,2255
1761144240000,25081.5,25086.25,25072.0,25074.25,1626
1761144300000,25074.0,25096.75,25067.25,25080.25,3218
1761144360000,25080.0,25080.5,25050.5,25054.25,3006
1761144420000,25054.0,25079.75,25051.0,25070.75,1848
1761144480000,25070.5,25095.5,25059.75,25095.5,2051
1761144540000,25095.5,25112.25,25089.5,25107.75,2549
1761144600000,25108.75,25127.75,25108.5,25123.0,2919
1761144660000,25122.5,25136.25,25111.75,25129.0,2814
1761144720000,25129.75,25136.75,25126.0,25128.75,1623
1761144780000,25129.0,25139.0,25114.75,25130.5,1697
1761144840000,25131.0,25136.0,25126.75,25132.75,1210
1761144900000,25132.5,25138.25,25111.75,25120.0,1455
1761144960000,25120.0,25156.5,25118.75,25149.0,2553
1761145020000,25149.0,25163.5,25146.25,25149.25,2000
1761145080000,25149.5,25168.0,25149.5,25164.5,1701
1761145140000,25164.0,25176.5,25163.5,25173.0,1696
1761145200000,25173.75,25177.75,25161.75,25174.75,2566
1761145260000,25174.75,25192.25,25173.5,25186.5,2497
1761145320000,25186.25,25189.0,25168.75,25174.0,1539
1761145380000,25174.5,25182.0,25168.25,25177.0,1246
1761145440000,25177.25,25183.5,25172.0,25178.5,836
1761145500000,25178.75,25184.0,25173.0,25179.75,790
1761145560000,25179.25,25185.75,25172.0,25180.75,911
1761145620000,25181.0,25184.75,25158.75,25160.0,1234
1761145680000,25160.75,25174.0,25153.25,25168.25,1511
1761145740000,25167.25,25167.75,25156.25,25160.5,868
1761145800000,25160.5,25160.5,25146.0,25152.0,1375
1761145860000,25152.0,25154.75,25141.5,25146.25,1348
1761145920000,25145.75,25149.5,25120.75,25129.75,1991
1761145980000,25130.25,25148.0,25122.25,25144.5,1487
1761146040000,25144.25,25151.75,25134.0,25142.0,1235
1761146100000,25141.25,25154.25,25136.25,25144.5,1292
1761146160000,25144.5,25148.25,25123.0,25124.0,1177
1761146220000,25124.5,25132.25,25115.5,25125.0,1289
1761146280000,25124.75,25134.0,25123.5,25125.25,805
1761146340000,25124.5,25129.0,25119.25,25120.25,846
1761146400000,25121.0,25125.5,25108.0,25108.75,1618
1761146460000,25109.0,25109.25,25078.75,25080.25,2454
1761146520000,25079.5,25079.5,25056.25,25060.0,2776
1761146580000,25059.25,25063.0,25030.25,25043.5,3918
1761146640000,25043.0,25061.0,25027.75,25058.5,2828
1761146700000,25058.0,25066.5,25040.5,25053.5,1943
1761146760000,25054.0,25071.75,25046.0,25056.25,1682
1761146820000,25055.5,25057.25,25047.0,25050.0,888
1761146880000,25049.25,25063.0,25042.0,25049.0,1260
1761146940000,25048.25,25048.25,25023.5,25028.0,1868
1761147000000,25028.0,25035.25,25003.25,25013.75,3230
1761147060000,25012.25,25022.5,25003.25,25019.5,1657
1761147120000,25019.0,25040.75,25017.0,25039.25,1750
1761147180000,25039.5,25052.75,25036.75,25050.5,1644
1761147240000,25049.5,25059.0,25029.25,25031.75,2075
1761147300000,25032.0,25037.25,25009.0,25026.75,1873
1761147360000,25027.0,25043.75,25013.25,25037.25,1886
1761147420000,25037.25,25037.25,25014.5,25023.5,1480
1761147480000,25023.5,25043.25,25023.5,25036.0,1037
1761147540000,25035.25,25043.25,25024.25,25038.5,980
1761147600000,25037.5,25063.75,25027.0,25048.75,1986
1761147660000,25049.75,25068.0,25045.5,25056.0,1953
1761147720000,25055.5,25065.25,25047.75,25063.75,946
1761147780000,25064.75,25066.75,25048.0,25060.0,855
1761147840000,25060.75,25074.0,25057.0,25061.25,1179
1761147900000,25061.5,25088.0,25060.25,25086.25,2036
1761147960000,25086.25,25097.75,25085.25,25096.75,1034
1761148020000,25097.0,25105.25,25089.0,25093.75,1223
1761148080000,25095.0,25103.0,25087.5,25098.75,949
1761148140000,25099.0,25105.0,25097.75,25102.25,625
1761148200000,25102.5,25114.5,25097.25,25108.75,1841
1761148260000,25109.5,25123.5,25109.5,25121.25,1212
1761148320000,25121.25,25126.0,25116.25,25117.25,1177
1761148380000,25118.0,25125.75,25102.5,25110.75,2031
1761148440000,25110.5,25118.5,25109.75,25116.75,905
1761148500000,25117.75,25131.75,25115.5,25116.0,1430
1761148560000,25117.0,25123.0,25111.5,25120.5,1010
1761148620000,25119.75,25121.25,25093.25,25108.75,1691
1761148680000,25108.25,25112.75,25101.25,25103.75,933
1761148740000,25104.0,25106.0,25095.25,25100.75,1012
1761148800000,25101.0,25110.0,25086.5,25089.0,1708
1761148860000,25089.0,25096.5,25078.25,25086.0,1094
1761148920000,25087.0,25087.0,25068.5,25069.75,1432
1761148980000,25070.0,25074.25,25057.0,25070.25,1229
1761149040000,25070.75,25080.75,25068.25,25073.5,893
1761149100000,25073.25,25080.0,25063.5,25072.75,742
1761149160000,25072.25,25096.5,25065.5,25086.75,1143
1761149220000,25086.75,25090.5,25074.75,25083.25,943
1761149280000,25083.0,25086.5,25075.25,25078.25,771
1761149340000,25078.75,25081.5,25065.75,25072.5,864
1761149400000,25071.75,25075.0,25057.75,25059.25,1040
1761149460000,25059.25,25070.0,25045.25,25064.75,1515
1761149520000,25064.75,25076.5,25061.75,25069.5,1070
1761149580000,25069.75,25076.5,25065.0,25069.0,559
1761149640000,25068.5,25075.75,25062.75,25065.25,668
1761149700000,25066.25,25070.5,25061.75,25066.0,674
1761149760000,25066.5,25089.0,25066.0,25088.0,1220
1761149820000,25088.0,25090.25,25073.25,25076.25,979
1761149880000,25075.5,25079.5,25063.0,25073.0,1029
1761149940000,25073.0,25076.0,25066.0,25066.0,555
1761150000000,25066.5,25068.75,25040.25,25041.5,1489
1761150060000,25042.75,25044.75,25031.5,25034.75,1449
1761150120000,25034.75,25039.25,25028.25,25034.0,966
1761150180000,25033.25,25036.0,25020.0,25020.5,1095
1761150240000,25020.5,25027.25,25007.25,25022.75,1568
1761150300000,25023.25,25050.5,25018.75,25049.5,1532
1761150360000,25049.5,25050.0,25039.25,25042.0,957
1761150420000,25042.75,25047.25,25027.75,25030.25,945
1761150480000,25030.25,25036.0,25021.75,25035.5,766
1761150540000,25035.5,25036.25,25027.0,25028.75,700
1761150600000,25028.25,25052.5,24910.0,24937.0,8996
1761150660000,24938.0,24967.0,24909.0,24923.75,5565
1761150720000,24923.25,24923.75,24878.25,24880.5,5057
1761150780000,24880.0,24965.5,24867.0,24958.0,5779
1761150840000,24957.0,25002.5,24941.25,24999.75,4173
1761150900000,25000.25,25012.0,24984.0,25002.5,2879
1761150960000,25003.75,25008.5,24973.25,25002.25,2364
1761151020000,25002.5,25014.5,24974.0,24985.0,2347
1761151080000,24986.75,25002.25,24980.0,24984.5,1328
1761151140000,24985.75,25016.75,24983.75,24997.0,1676
1761151200000,24999.75,25006.0,24982.5,24988.5,1151
1761151260000,24987.0,25021.5,24984.0,25014.25,1751
1761151320000,25014.25,25020.0,24982.0,24984.0,1350
1761151380000,24984.5,24986.5,24969.75,24976.5,1225
1761151440000,24976.5,24999.0,24974.0,24990.25,893
1761151500000,24991.25,25023.75,24987.25,25012.5,1952
1761151560000,25012.75,25012.75,24990.5,24996.25,1403
1761151620000,24996.5,25007.5,24986.0,24993.0,734
1761151680000,24994.5,24996.0,24970.5,24971.5,885
1761151740000,24972.0,24983.0,24961.75,24971.5,1302
1761151800000,24972.0,24987.5,24951.5,24987.5,2412
1761151860000,24986.0,24987.25,24955.0,24960.0,990
1761151920000,24961.25,24995.0,24960.0,24994.75,1120
1761151980000,24994.25,25000.75,24988.5,24997.0,949
1761152040000,24998.75,25014.25,24996.75,25010.75,1143
1761152100000,25010.0,25036.5,24997.75,25009.75,2431
1761152160000,25010.75,25020.5,24993.0,25005.0,1811
1761152220000,25006.0,25025.0,25002.75,25021.0,1078
1761152280000,25021.0,25029.0,25013.0,25024.25,957
1761152340000,25024.0,25024.75,24984.25,24992.75,1811
1761152400000,24991.5,25000.0,24979.0,24991.25,1109
1761152460000,24992.0,25011.25,24981.0,24981.75,745
1761152520000,24982.75,24985.25,24969.0,24978.75,1091
1761152580000,24977.5,24988.0,24973.0,24974.5,884
1761152640000,24974.75,24976.0,24960.25,24969.0,1213
1761152700000,24968.5,24970.75,24955.0,24965.25,825
1761152760000,24964.5,24966.5,24952.0,24955.25,1160
1761152820000,24955.75,24961.25,24950.5,24957.25,654
1761152880000,24957.75,24976.75,24956.25,24962.5,1099
1761152940000,24962.75,24986.5,24947.25,24984.25,1260
1761153000000,24984.0,24989.5,24960.0,24979.25,947
1761153060000,24978.5,24988.0,24975.25,24978.25,844
1761153120000,24978.5,24989.5,24954.75,24961.25,1838
1761153180000,24962.25,24962.5,24945.75,24946.5,1089
1761153240000,24947.75,24952.75,24932.0,24933.5,1827
1761153300000,24933.0,24942.0,24923.25,24924.75,1663
1761153360000,24925.5,24928.25,24913.25,24923.5,2110
1761153420000,24923.5,24941.0,24921.5,24936.25,1147
1761153480000,24936.5,24937.75,24915.25,24920.5,1825
1761153540000,24921.5,24928.0,24914.0,24920.0,786
1761153600000,24919.75,24922.5,24900.0,24909.0,1361
1761153660000,24908.75,24918.25,24903.75,24905.75,828
1761153720000,24906.5,24913.5,24899.5,24908.5,657
1761153780000,24909.75,24912.25,24898.0,24903.0,772
1761153840000,24903.0,24903.5,24883.5,24888.25,1482
1761153900000,24889.0,24892.5,24878.5,24884.75,1133
1761153960000,24885.0,24892.0,24875.75,24878.5,1067
1761154020000,24878.75,24911.0,24878.0,24907.25,1513
1761154080000,24906.5,24907.0,24882.25,24882.75,1054
1761154140000,24883.0,24915.5,24882.75,24909.25,1107
1761154200000,24909.25,24909.5,24886.25,24890.0,1075
1761154260000,24890.5,24903.0,24889.25,24898.0,733
1761154320000,24897.75,24902.25,24890.75,24898.25,663
1761154380000,24898.5,24920.75,24898.5,24913.0,1191
1761154440000,24913.0,24923.5,24909.0,24920.75,1131
1761154500000,24919.75,24927.5,24909.25,24915.0,1121
1761154560000,24915.75,24919.0,24903.0,24903.75,833
1761154620000,24904.25,24904.5,24877.25,24879.0,2220
1761154680000,24879.0,24887.5,24876.0,24876.75,860
1761154740000,24877.25,24877.75,24853.25,24855.75,1925
1761154800000,24855.75,24863.25,24849.0,24858.25,1476
1761154860000,24857.25,24860.0,24826.0,24833.5,1629
1761154920000,24834.0,24836.0,24822.0,24824.25,1569
1761154980000,24824.25,24840.0,24822.5,24829.5,1475
1761155040000,24830.25,24837.0,24820.5,24829.75,915
1761155100000,24830.5,24851.25,24826.75,24842.5,1566
1761155160000,24842.25,24857.75,24835.0,24839.25,1264
1761155220000,24839.25,24862.0,24838.0,24857.25,936
1761155280000,24857.0,24873.0,24854.0,24868.25,1749
1761155340000,24868.75,24869.5,24855.25,24867.5,938
1761155400000,24867.0,24870.25,24844.25,24848.5,1510
1761155460000,24849.0,24851.25,24835.0,24837.5,1014
1761155520000,24837.25,24841.25,24831.75,24835.5,870
1761155580000,24835.0,24836.25,24815.5,24832.75,1337
1761155640000,24833.0,24833.75,24804.75,24810.5,1561
1761155700000,24810.5,24829.25,24810.25,24820.75,1049
1761155760000,24821.5,24831.75,24815.75,24824.5,699
1761155820000,24825.0,24852.0,24823.0,24848.5,1589
1761155880000,24848.25,24860.0,24842.0,24854.75,1073
1761155940000,24855.0,24874.25,24850.75,24874.0,1101
1761156000000,24873.75,24899.0,24869.0,24895.5,2255
