ts_epoch_ms,open,high,low,close,volume
1762785000000,25538.75,25568.5,25525.25,25563.75,7333
1762785060000,25563.75,25584.75,25561.0,25575.0,4609
1762785120000,25575.0,25582.5,25561.75,25577.0,3004
1762785180000,25577.0,25591.75,25573.75,25584.5,3028
1762785240000,25584.5,25587.75,25567.75,25570.5,2342
1762785300000,25570.0,25602.25,25570.0,25600.5,3636
1762785360000,25600.25,25603.5,25586.25,25598.25,2570
1762785420000,25598.0,25604.75,25586.25,25596.5,1887
1762785480000,25596.25,25609.0,25592.0,25605.0,1658
1762785540000,25604.5,25617.5,25604.25,25611.5,2173
1762785600000,25611.25,25623.5,25609.25,25614.25,2826
1762785660000,25613.5,25623.5,25613.5,25617.25,1861
1762785720000,25617.0,25627.75,25611.75,25620.5,2238
1762785780000,25621.5,25625.0,25610.0,25623.25,2129
1762785840000,25623.25,25640.0,25622.75,25630.0,3215
1762785900000,25629.25,25643.25,25628.5,25633.25,3633
1762785960000,25633.25,25642.75,25632.75,25641.75,1655
1762786020000,25641.25,25647.0,25626.0,25630.5,2210
1762786080000,25631.0,25635.75,25611.25,25623.75,2245
1762786140000,25623.5,25632.25,25612.75,25616.25,1863
1762786200000,25616.75,25619.0,25591.5,25597.0,3488
1762786260000,25597.25,25618.5,25596.0,25614.75,2181
1762786320000,25614.0,25615.0,25592.75,25595.25,1463
1762786380000,25595.0,25601.75,25588.5,25600.5,1554
1762786440000,25599.5,25618.0,25597.75,25614.25,1581
1762786500000,25614.0,25622.25,25606.75,25620.0,1679
1762786560000,25619.75,25625.5,25607.0,25622.75,1589
1762786620000,25623.5,25644.0,25619.75,25642.75,1571
1762786680000,25642.5,25653.0,25637.25,25652.0,2020
1762786740000,25651.0,25657.25,25636.0,25638.25,1955
1762786800000,25637.25,25647.0,25623.5,25634.75,2814
1762786860000,25634.5,25642.0,25624.75,25636.5,1932
1762786920000,25637.0,25639.0,25620.5,25626.0,1211
1762786980000,25626.75,25634.0,25621.0,25628.75,1222
1762787040000,25629.0,25648.5,25627.0,25640.25,1421
1762787100000,25640.0,25649.75,25630.25,25640.75,1435
1762787160000,25641.75,25651.25,25635.5,25646.25,1272
1762787220000,25646.25,25651.0,25636.25,25644.75,940
1762787280000,25645.0,25650.75,25639.5,25643.0,975
1762787340000,25643.5,25647.0,25631.75,25641.25,1186
1762787400000,25641.25,25660.0,25638.25,25654.25,1793
1762787460000,25654.25,25655.0,25646.0,25652.75,898
1762787520000,25652.25,25661.25,25646.75,25649.75,1334
1762787580000,25649.75,25650.75,25636.5,25644.0,955
1762787640000,25645.0,25646.25,25619.75,25624.5,1879
1762787700000,25625.5,25638.75,25624.75,25636.5,1618
1762787760000,25636.25,25645.5,25629.0,25639.0,1079
1762787820000,25638.25,25645.0,25635.25,25641.0,1110
1762787880000,25640.5,25646.5,25627.5,25631.0,1142
1762787940000,25631.25,25634.25,25611.25,25625.25,1612
1762788000000,25625.0,25643.75,25619.75,25641.25,1342
1762788060000,25641.25,25651.5,25638.0,25650.75,1381
1762788120000,25650.25,25655.0,25642.75,25646.5,957
1762788180000,25646.75,25653.0,25642.0,25647.0,996
1762788240000,25646.75,25656.0,25643.0,25655.25,892
1762788300000,25654.5,25666.5,25653.75,25660.5,2166
1762788360000,25660.75,25664.75,25650.25,25658.75,1114
1762788420000,25659.0,25660.5,25648.5,25657.25,916
1762788480000,25657.0,25665.75,25651.75,25660.0,980
1762788540000,25660.5,25664.25,25639.0,25642.75,1809
1762788600000,25643.0,25652.75,25637.75,25648.25,1896
1762788660000,25648.5,25650.0,25642.0,25649.0,859
1762788720000,25649.0,25659.25,25638.0,25657.0,1414
1762788780000,25656.25,25657.25,25636.25,25644.25,1106
1762788840000,25644.75,25655.5,25644.25,25653.5,695
1762788900000,25653.0,25657.5,25646.5,25647.0,728
1762788960000,25646.5,25663.75,25646.0,25659.5,1192
1762789020000,25659.0,25659.25,25638.25,25646.5,1399
1762789080000,25647.0,25650.75,25628.5,25633.5,1330
1762789140000,25633.5,25638.75,25626.5,25631.0,1187
1762789200000,25631.5,25636.0,25624.0,25628.75,1118
1762789260000,25629.0,25633.25,25617.75,25627.25,1150
1762789320000,25626.5,25632.0,25618.5,25623.0,933
1762789380000,25622.75,25629.25,25618.5,25621.5,867
1762789440000,25621.5,25623.75,25614.25,25616.75,977
1762789500000,25616.0,25629.5,25612.0,25628.25,1391
1762789560000,25627.75,25630.75,25621.25,25625.0,918
1762789620000,25625.0,25628.0,25610.25,25613.25,1767
1762789680000,25614.25,25618.75,25602.75,25605.0,1793
1762789740000,25605.5,25607.75,25596.75,25605.5,1428
1762789800000,25605.75,25605.75,25574.0,25577.75,3248
1762789860000,25578.5,25580.5,25550.0,25552.0,3534
1762789920000,25551.25,25556.75,25542.5,25545.75,3015
1762789980000,25545.75,25560.5,25543.0,25551.5,2276
1762790040000,25552.25,25558.25,25539.5,25556.75,2329
1762790100000,25557.0,25557.25,25535.5,25540.0,2138
1762790160000,25539.75,25548.0,25533.25,25540.75,1771
1762790220000,25541.0,25546.75,25535.0,25537.75,1350
1762790280000,25537.25,25545.25,25533.5,25539.25,1281
1762790340000,25539.0,25539.25,25516.5,25524.0,2848
1762790400000,25523.75,25525.25,25493.0,25501.75,4185
