ts_epoch_ms,open,high,low,close,volume
1762266600000,25742.0,25742.0,25705.5,25730.5,5875
1762266660000,25730.5,25756.5,25728.75,25741.5,3732
1762266720000,25740.0,25742.25,25711.25,25714.5,3359
1762266780000,25714.75,25718.25,25672.0,25673.25,4396
1762266840000,25672.75,25684.0,25663.0,25677.75,3224
1762266900000,25677.0,25698.5,25664.0,25670.0,3624
1762266960000,25670.0,25724.0,25668.5,25716.25,3855
1762267020000,25717.0,25722.0,25691.75,25695.25,2891
1762267080000,25695.0,25698.0,25676.0,25686.75,2003
1762267140000,25687.0,25703.5,25681.5,25688.5,2070
1762267200000,25688.75,25724.75,25680.0,25723.25,2892
1762267260000,25723.5,25765.0,25719.5,25762.75,3356
1762267320000,25763.0,25770.75,25755.5,25764.75,2882
1762267380000,25765.0,25771.75,25746.5,25753.25,2412
1762267440000,25752.25,25782.25,25751.0,25775.0,2504
1762267500000,25774.75,25779.5,25758.5,25762.75,2615
1762267560000,25761.75,25774.5,25753.5,25761.75,1972
1762267620000,25761.25,25766.25,25735.25,25740.5,2302
1762267680000,25740.25,25780.0,25738.25,25775.5,2770
1762267740000,25775.5,25784.25,25767.5,25776.5,1843
1762267800000,25776.25,25796.5,25766.5,25793.5,2434
1762267860000,25794.0,25822.75,25793.0,25814.5,3359
1762267920000,25815.25,25826.25,25811.75,25820.0,2093
1762267980000,25820.75,25838.0,25820.25,25835.25,1913
1762268040000,25835.5,25855.75,25829.0,25852.25,2674
1762268100000,25852.5,25870.0,25852.5,25863.0,2728
1762268160000,25863.25,25867.25,25855.25,25859.0,1657
1762268220000,25859.25,25860.0,25848.75,25856.0,2284
1762268280000,25856.75,25866.25,25849.75,25863.25,1483
1762268340000,25862.75,25880.75,25858.5,25875.25,1799
1762268400000,25874.75,25884.5,25867.25,25872.25,2586
1762268460000,25872.75,25882.25,25871.75,25878.0,1179
1762268520000,25877.5,25885.75,25864.0,25872.75,2049
1762268580000,25873.25,25877.5,25866.0,25867.25,1524
1762268640000,25867.75,25882.5,25867.5,25875.0,1398
1762268700000,25875.0,25878.25,25863.75,25867.5,1642
1762268760000,25868.25,25870.5,25850.5,25856.0,2426
1762268820000,25855.5,25870.5,25855.0,25863.25,1284
1762268880000,25863.0,25866.5,25837.0,25843.0,2526
1762268940000,25843.25,25855.0,25837.5,25852.0,1476
1762269000000,25851.5,25853.75,25827.5,25846.25,2532
1762269060000,25846.25,25850.25,25829.0,25832.75,1252
1762269120000,25831.75,25846.25,25828.25,25846.25,1106
1762269180000,25845.75,25868.5,25843.0,25856.0,1968
1762269240000,25856.0,25862.25,25848.5,25851.75,1187
1762269300000,25852.0,25865.0,25845.75,25853.75,1283
1762269360000,25854.0,25863.75,25849.5,25860.5,1032
1762269420000,25859.0,25861.25,25844.25,25847.75,1106
1762269480000,25847.5,25856.75,25845.0,25851.5,866
1762269540000,25852.0,25879.25,25848.5,25871.5,1937
1762269600000,25871.25,25873.75,25863.0,25866.5,1291
1762269660000,25866.75,25873.0,25856.25,25867.0,1358
