rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
33,1,158704,24737.5,24742.0,24734.25,24739.75,503,NQZ5
33,1,158704,24740.25,24747.25,24739.0,24740.75,610,NQZ5
33,1,158704,24741.0,24743.25,24739.0,24743.0,307,NQZ5
33,1,158704,24743.25,24754.75,24741.75,24753.5,802,NQZ5
33,1,158704,24753.0,24756.5,24749.25,24755.5,795,NQZ5
33,1,158704,24755.25,24757.5,24750.25,24757.0,574,NQZ5
33,1,158704,24756.5,24761.25,24755.5,24760.25,593,NQZ5
33,1,158704,24760.25,24760.25,24746.5,24751.75,665,NQZ5
33,1,158704,24751.0,24763.0,24750.25,24762.5,853,NQZ5
33,1,158704,24761.25,24769.75,24761.25,24767.5,1010,NQZ5
33,1,158704,24767.5,24772.5,24764.5,24772.25,767,NQZ5
33,1,158704,24771.5,24772.75,24768.5,24770.25,646,NQZ5
33,1,158704,24770.0,24776.75,24768.75,24775.75,596,NQZ5
33,1,158704,24775.75,24789.0,24775.75,24788.5,1462,NQZ5
33,1,158704,24788.75,24793.5,24786.5,24791.75,1182,NQZ5
33,1,158704,24792.0,24795.25,24786.0,24788.25,983,NQZ5
33,1,158704,24788.25,24794.5,24788.25,24792.0,579,NQZ5
33,1,158704,24792.25,24797.5,24792.0,24793.5,667,NQZ5
33,1,158704,24793.5,24795.5,24781.75,24782.0,1040,NQZ5
33,1,158704,24782.5,24788.25,24769.0,24773.25,1157,NQZ5
33,1,158704,24773.75,24782.25,24770.75,24780.0,766,NQZ5
33,1,158704,24779.75,24780.5,24772.5,24772.5,423,NQZ5
33,1,158704,24772.25,24773.0,24764.5,24769.0,798,NQZ5
33,1,158704,24768.5,24773.0,24763.5,24767.5,848,NQZ5
33,1,158704,24767.5,24770.25,24765.25,24766.0,456,NQZ5
33,1,158704,24765.5,24768.5,24762.5,24764.25,586,NQZ5
33,1,158704,24764.5,24770.75,24763.25,24767.0,698,NQZ5
33,1,158704,24767.5,24769.75,24762.0,24766.25,490,NQZ5
33,1,158704,24766.5,24775.5,24765.5,24773.25,711,NQZ5
33,1,158704,24773.0,24780.25,24772.0,24775.25,823,NQZ5
33,1,158704,24775.75,24781.5,24774.0,24779.5,364,NQZ5
33,1,158704,24779.75,24786.0,24777.25,24785.0,655,NQZ5
33,1,158704,24785.5,24790.5,24784.5,24788.0,608,NQZ5
33,1,158704,24788.0,24803.0,24788.0,24801.25,1197,NQZ5
33,1,158704,24800.75,24807.75,24796.25,24803.0,1256,NQZ5
33,1,158704,24802.75,24811.25,24802.0,24808.5,762,NQZ5
33,1,158704,24808.5,24811.75,24802.25,24806.75,763,NQZ5
33,1,158704,24807.0,24811.75,24805.75,24810.25,495,NQZ5
33,1,158704,24809.75,24828.75,24809.75,24818.25,2221,NQZ5
33,1,158704,24818.0,24820.0,24807.0,24814.75,1522,NQZ5
33,1,158704,24814.75,24815.0,24805.75,24807.5,750,NQZ5
33,1,158704,24807.75,24808.0,24802.0,24805.5,803,NQZ5
33,1,158704,24805.0,24818.25,24805.0,24814.0,1018,NQZ5
33,1,158704,24813.0,24821.75,24810.0,24819.25,680,NQZ5
33,1,158704,24819.0,24823.0,24816.5,24821.5,545,NQZ5
33,1,158704,24822.25,24825.5,24813.75,24814.75,806,NQZ5
33,1,158704,24815.0,24818.25,24811.25,24817.75,678,NQZ5
33,1,158704,24817.5,24826.25,24817.25,24823.25,562,NQZ5
33,1,158704,24823.25,24827.5,24823.0,24826.5,373,NQZ5
33,1,158704,24825.75,24833.5,24825.25,24832.25,1095,NQZ5
33,1,158704,24831.5,24833.0,24825.0,24828.25,483,NQZ5
33,1,158704,24827.25,24829.25,24817.75,24821.75,905,NQZ5
33,1,158704,24821.75,24829.75,24821.0,24827.5,701,NQZ5
33,1,158704,24827.25,24830.75,24821.5,24829.5,821,NQZ5
33,1,158704,24829.5,24831.5,24826.25,24826.25,557,NQZ5
33,1,158704,24826.5,24831.25,24823.75,24826.75,599,NQZ5
33,1,158704,24827.25,24828.75,24815.75,24819.75,733,NQZ5
33,1,158704,24819.75,24823.0,24818.0,24819.25,440,NQZ5
33,1,158704,24819.25,24823.25,24816.75,24821.75,466,NQZ5
33,1,158704,24821.5,24824.0,24818.75,24821.5,387,NQZ5
33,1,158704,24821.25,24828.25,24820.75,24825.0,494,NQZ5
33,1,158704,24825.25,24829.0,24824.0,24827.0,323,NQZ5
33,1,158704,24827.5,24830.0,24826.0,24827.25,315,NQZ5
33,1,158704,24827.25,24834.75,24824.5,24826.75,1097,NQZ5
33,1,158704,24827.0,24831.0,24826.25,24829.0,443,NQZ5
33,1,158704,24829.5,24837.0,24828.75,24831.0,782,NQZ5
33,1,158704,24831.5,24837.25,24829.25,24836.25,433,NQZ5
33,1,158704,24836.5,24841.5,24833.75,24838.25,549,NQZ5
33,1,158704,24838.75,24842.75,24836.5,24839.0,764,NQZ5
33,1,158704,24839.0,24840.25,24833.0,24837.75,586,NQZ5
33,1,158704,24837.75,24847.25,24836.5,24846.5,934,NQZ5
33,1,158704,24846.25,24850.25,24839.5,24842.5,970,NQZ5
33,1,158704,24842.5,24850.0,24842.0,24849.25,485,NQZ5
33,1,158704,24848.75,24851.75,24842.25,24842.75,1052,NQZ5
33,1,158704,24843.0,24846.25,24838.25,24845.0,830,NQZ5
33,1,158704,24845.0,24845.25,24838.25,24842.75,492,NQZ5
33,1,158704,24842.5,24849.25,24841.75,24847.75,436,NQZ5
33,1,158704,24847.75,24848.75,24838.5,24839.75,637,NQZ5
33,1,158704,24839.5,24844.5,24834.25,24842.75,800,NQZ5
33,1,158704,24843.0,24844.75,24840.5,24841.5,359,NQZ5
33,1,158704,24842.25,24846.25,24839.5,24845.75,406,NQZ5
33,1,158704,24845.75,24847.0,24841.25,24845.75,328,NQZ5
33,1,158704,24845.5,24845.5,24836.25,24837.75,521,NQZ5
33,1,158704,24838.0,24843.25,24836.25,24840.25,838,NQZ5
33,1,158704,24840.75,24846.0,24840.0,24843.25,419,NQZ5
33,1,158704,24843.75,24847.75,24840.25,24847.0,598,NQZ5
33,1,158704,24847.0,24852.5,24841.25,24841.25,1001,NQZ5
33,1,158704,24841.25,24842.0,24832.75,24833.75,903,NQZ5
33,1,158704,24833.75,24837.5,24828.75,24834.75,738,NQZ5
33,1,158704,24834.5,24838.25,24833.5,24834.75,369,NQZ5
33,1,158704,24835.75,24847.25,24834.0,24841.75,1097,NQZ5
33,1,158704,24841.5,24846.75,24840.75,24842.25,500,NQZ5
33,1,158704,24842.5,24842.75,24839.0,24839.5,264,NQZ5
33,1,158704,24839.75,24847.0,24837.0,24843.5,786,NQZ5
33,1,158704,24843.25,24843.25,24835.5,24837.5,493,NQZ5
33,1,158704,24837.25,24838.25,24834.25,24835.25,403,NQZ5
33,1,158704,24835.75,24837.75,24831.5,24832.0,492,NQZ5
33,1,158704,24831.75,24834.5,24829.0,24830.0,450,NQZ5
33,1,158704,24830.5,24833.5,24821.5,24825.75,1055,NQZ5
33,1,158704,24825.75,24831.0,24822.25,24825.5,519,NQZ5
33,1,158704,24826.5,24834.25,24826.25,24831.25,566,NQZ5
33,1,158704,24831.0,24835.75,24830.75,24831.5,510,NQZ5
33,1,158704,24830.5,24834.75,24828.25,24832.75,504,NQZ5
33,1,158704,24833.25,24841.5,24832.25,24839.5,1309,NQZ5
33,1,158704,24839.75,24849.0,24839.0,24847.5,949,NQZ5
33,1,158704,24847.25,24855.0,24846.75,24850.0,993,NQZ5
33,1,158704,24850.5,24852.25,24843.75,24845.75,575,NQZ5
33,1,158704,24846.0,24853.5,24844.75,24852.25,594,NQZ5
33,1,158704,24852.5,24857.25,24848.75,24854.25,872,NQZ5
33,1,158704,24854.25,24863.5,24853.5,24858.5,1440,NQZ5
33,1,158704,24859.0,24865.75,24855.75,24865.75,930,NQZ5
33,1,158704,24865.25,24865.75,24854.5,24855.5,702,NQZ5
33,1,158704,24855.25,24862.0,24853.0,24861.5,702,NQZ5
33,1,158704,24861.5,24867.25,24860.25,24861.75,1167,NQZ5
33,1,158704,24861.75,24877.0,24861.5,24876.25,1812,NQZ5
33,1,158704,24876.75,24878.25,24872.5,24875.25,1008,NQZ5
33,1,158704,24875.0,24875.25,24867.5,24868.0,664,NQZ5
33,1,158704,24868.25,24871.25,24866.5,24871.25,623,NQZ5
33,1,158704,24871.0,24874.5,24864.0,24866.5,1101,NQZ5
33,1,158704,24866.25,24867.0,24861.0,24864.75,587,NQZ5
33,1,158704,24864.5,24869.5,24862.5,24865.5,581,NQZ5
33,1,158704,24866.0,24868.0,24861.75,24865.0,421,NQZ5
33,1,158704,24865.25,24866.5,24861.5,24865.0,538,NQZ5
33,1,158704,24864.75,24865.25,24843.5,24845.5,2293,NQZ5
33,1,158704,24845.25,24851.75,24838.0,24851.0,1179,NQZ5
33,1,158704,24850.5,24851.25,24837.25,24839.25,795,NQZ5
33,1,158704,24839.75,24849.5,24836.0,24843.75,1130,NQZ5
33,1,158704,24844.0,24846.25,24841.25,24845.0,402,NQZ5
33,1,158704,24843.75,24857.75,24843.0,24857.0,1046,NQZ5
33,1,158704,24856.5,24865.5,24852.75,24864.25,1435,NQZ5
33,1,158704,24864.0,24864.0,24853.5,24858.5,1011,NQZ5
33,1,158704,24858.0,24870.0,24857.25,24869.25,1005,NQZ5
33,1,158704,24869.0,24886.0,24867.25,24881.0,1846,NQZ5
